pair_id,example_id,model,question,answer,claim_text,matched_sentence_text,predicted_citation_doc_ids,correct
374,45,gemma-4-e4b,When is season 14 of grey's anatomy coming back?,"According to the provided documents, the fourteenth season of *Grey's Anatomy* premiered on September 28, 2017 [1][2][3]. It had been ordered on February 10, 2017, by American Broadcasting Company (ABC) [2][3][4].","The fourteenth season of Grey's Anatomy premiered on September 28, 2017.","According to the provided documents, the fourteenth season of *Grey's Anatomy* premiered on September 28, 2017 [1][2][3]. ","doc1,doc2,doc3",
375,45,gemma-4-e4b,When is season 14 of grey's anatomy coming back?,"According to the provided documents, the fourteenth season of *Grey's Anatomy* premiered on September 28, 2017 [1][2][3]. It had been ordered on February 10, 2017, by American Broadcasting Company (ABC) [2][3][4].",American Broadcasting Company (ABC) ordered the fourteenth season of Grey's Anatomy.,"It had been ordered on February 10, 2017, by American Broadcasting Company (ABC) [2][3][4].","doc2,doc3,doc4",
376,45,gemma-4-e4b,When is season 14 of grey's anatomy coming back?,"According to the provided documents, the fourteenth season of *Grey's Anatomy* premiered on September 28, 2017 [1][2][3]. It had been ordered on February 10, 2017, by American Broadcasting Company (ABC) [2][3][4].","The order for the fourteenth season of Grey's Anatomy occurred on February 10, 2017.","According to the provided documents, the fourteenth season of *Grey's Anatomy* premiered on September 28, 2017 [1][2][3]. ","doc1,doc2,doc3",
377,46,llama-3.1-8b,When does the next attack on titan episode air?,"Unfortunately, I couldn't find any information on the release date of the next Attack on Titan episode. The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",I could not find information on the release date of the next Attack on Titan episode.,"Unfortunately, I couldn't find any information on the release date of the next Attack on Titan episode. ",,
378,46,llama-3.1-8b,When does the next attack on titan episode air?,"Unfortunately, I couldn't find any information on the release date of the next Attack on Titan episode. The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",The provided documents discuss the airing schedules of previous seasons.,"The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",,
379,46,llama-3.1-8b,When does the next attack on titan episode air?,"Unfortunately, I couldn't find any information on the release date of the next Attack on Titan episode. The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",The provided documents discuss the release dates of previous seasons.,"The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",,
380,46,llama-3.1-8b,When does the next attack on titan episode air?,"Unfortunately, I couldn't find any information on the release date of the next Attack on Titan episode. The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",The provided documents discuss compilation films.,"The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",,
381,46,llama-3.1-8b,When does the next attack on titan episode air?,"Unfortunately, I couldn't find any information on the release date of the next Attack on Titan episode. The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",The provided documents discuss spin-offs.,"The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",,
382,46,llama-3.1-8b,When does the next attack on titan episode air?,"Unfortunately, I couldn't find any information on the release date of the next Attack on Titan episode. The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",The provided documents do not mention any upcoming episodes.,"The provided documents only discuss the airing schedules and release dates of previous seasons, compilation films, and spin-offs, but do not mention any upcoming episodes.",,
383,47,qwen3-8b,Where does winston moved to in still game?,"In the sitcom *Still Game*, Winston's character moved to a new location due to the demolition of the pub ""The Clansman"" between series three and four. The production team built an exterior set in **Glasgow North Media Park, Maryhill** for the fourth series [1]. Additionally, some scenes, such as the episode ""Cauld,"" featured locations like the outdoor market in **Possilpark** and the Gala Bingo hall in the same area [1]. These changes reflect the show's adaptation to production constraints rather than a fictional relocation of the character.",The sitcom is titled Still Game.,"In the sitcom *Still Game*, Winston's character moved to a new location due to the demolition of the pub ""The Clansman"" between series three and four. ",,
384,47,qwen3-8b,Where does winston moved to in still game?,"In the sitcom *Still Game*, Winston's character moved to a new location due to the demolition of the pub ""The Clansman"" between series three and four. The production team built an exterior set in **Glasgow North Media Park, Maryhill** for the fourth series [1]. Additionally, some scenes, such as the episode ""Cauld,"" featured locations like the outdoor market in **Possilpark** and the Gala Bingo hall in the same area [1]. These changes reflect the show's adaptation to production constraints rather than a fictional relocation of the character.",Winston's character moved to a new location.,"In the sitcom *Still Game*, Winston's character moved to a new location due to the demolition of the pub ""The Clansman"" between series three and four. ",,
385,47,qwen3-8b,Where does winston moved to in still game?,"In the sitcom *Still Game*, Winston's character moved to a new location due to the demolition of the pub ""The Clansman"" between series three and four. The production team built an exterior set in **Glasgow North Media Park, Maryhill** for the fourth series [1]. Additionally, some scenes, such as the episode ""Cauld,"" featured locations like the outdoor market in **Possilpark** and the Gala Bingo hall in the same area [1]. These changes reflect the show's adaptation to production constraints rather than a fictional relocation of the character.",The pub 'The Clansman' was demolished.,"In the sitcom *Still Game*, Winston's character moved to a new location due to the demolition of the pub ""The Clansman"" between series three and four. ",,
386,47,qwen3-8b,Where does winston moved to in still game?,"In the sitcom *Still Game*, Winston's character moved to a new location due to the demolition of the pub ""The Clansman"" between series three and four. The production team built an exterior set in **Glasgow North Media Park, Maryhill** for the fourth series [1]. Additionally, some scenes, such as the episode ""Cauld,"" featured locations like the outdoor market in **Possilpark** and the Gala Bingo hall in the same area [1]. These changes reflect the show's adaptation to production constraints rather than a fictional relocation of the character.",The demolition occurred between series three and four.,"In the sitcom *Still Game*, Winston's character moved to a new location due to the demolition of the pub ""The Clansman"" between series three and four. ",,
